"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","price","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1445 Calle Delgado, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,246""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1445 Calle Delgado"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67689,""longitude"":-117.078476},""url"":""https://www.zillow.com/homedetails/1445-Calle-Delgado-National-City-CA-91950/17097938_zpid/""}","https://www.zillow.com/homedetails/1445-Calle-Delgado-National-City-CA-91950/17097938_zpid/","1445 Calle Delgado, National City, CA 91950","RE/MAX HOMELIFE REALTY","$530,000","- Sold","3","bds","2","ba","1,246","sqft","Sold 08/31/2021","https://www.zillow.com/homedetails/1445-Calle-Delgado-National-City-CA-91950/17097938_zpid/","https://photos.zillowstatic.com/fp/594f8af9d06545e7d6663a26f398a1b2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1045 E 21st St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1045 E 21st St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66785,""longitude"":-117.09164},""url"":""https://www.zillow.com/homedetails/1045-E-21st-St-National-City-CA-91950/17099621_zpid/""}","https://www.zillow.com/homedetails/1045-E-21st-St-National-City-CA-91950/17099621_zpid/","1045 E 21st St, National City, CA 91950","COLDWELL BANKER WEST","$530,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 02/09/2021","https://www.zillow.com/homedetails/1045-E-21st-St-National-City-CA-91950/17099621_zpid/","https://photos.zillowstatic.com/fp/a8bf0eaa3c64bff129562416bb4a3e09-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2409 Granger Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,697""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2409 Granger Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.669987,""longitude"":-117.07268},""url"":""https://www.zillow.com/homedetails/2409-Granger-Ave-National-City-CA-91950/17101085_zpid/""}","https://www.zillow.com/homedetails/2409-Granger-Ave-National-City-CA-91950/17101085_zpid/","2409 Granger Ave, National City, CA 91950","PALISADE REALTY, INC","$530,000","- Sold","3","bds","3","ba","1,697","sqft","Sold 08/10/2020","https://www.zillow.com/homedetails/2409-Granger-Ave-National-City-CA-91950/17101085_zpid/","https://photos.zillowstatic.com/fp/f7c91c3b4b40a992731c398b98b21245-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3825 Cherry Blossom St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,416""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3825 Cherry Blossom St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68944,""longitude"":-117.06844},""url"":""https://www.zillow.com/homedetails/3825-Cherry-Blossom-St-National-City-CA-91950/17189657_zpid/""}","https://www.zillow.com/homedetails/3825-Cherry-Blossom-St-National-City-CA-91950/17189657_zpid/","3825 Cherry Blossom St, National City, CA 91950","ADAM JONES REAL ESTATE","$530,000","- Sold","3","bds","2","ba","1,416","sqft","Sold 05/11/2020","https://www.zillow.com/homedetails/3825-Cherry-Blossom-St-National-City-CA-91950/17189657_zpid/","https://photos.zillowstatic.com/fp/533905d9d414b9a62417e427ffa2b7ff-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""664 Paradise Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""664 Paradise Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685192,""longitude"":-117.07708},""url"":""https://www.zillow.com/homedetails/664-Paradise-Way-National-City-CA-91950/82234714_zpid/""}","https://www.zillow.com/homedetails/664-Paradise-Way-National-City-CA-91950/82234714_zpid/","664 Paradise Way, National City, CA 91950","COLDWELL BANKER REALTY","$530,000","- Sold","3","bds","4","ba","1,452","sqft","Sold 08/05/2021","https://www.zillow.com/homedetails/664-Paradise-Way-National-City-CA-91950/82234714_zpid/","https://photos.zillowstatic.com/fp/02edee433b4c4c2ef07f9100a61d0d67-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""524 K Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,126""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""524 K Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681065,""longitude"":-117.09684},""url"":""https://www.zillow.com/homedetails/524-K-Ave-National-City-CA-91950/17096600_zpid/""}","https://www.zillow.com/homedetails/524-K-Ave-National-City-CA-91950/17096600_zpid/","524 K Ave, National City, CA 91950","HOMEBAY BROKER CA, INC.","$525,000","- Sold","3","bds","2","ba","1,126","sqft","Sold 02/17/2021","https://www.zillow.com/homedetails/524-K-Ave-National-City-CA-91950/17096600_zpid/","https://photos.zillowstatic.com/fp/54561ae7142a3925491dc1a145578c65-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""710 Mariposa Cir, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,425""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""710 Mariposa Cir"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68159,""longitude"":-117.08813},""url"":""https://www.zillow.com/homedetails/710-Mariposa-Cir-National-City-CA-91950/65239899_zpid/""}","https://www.zillow.com/homedetails/710-Mariposa-Cir-National-City-CA-91950/65239899_zpid/","710 Mariposa Cir, National City, CA 91950","LEMAN REALTY & MORTGAGE","$525,000","- Sold","3","bds","3","ba","1,425","sqft","Sold 12/03/2021","https://www.zillow.com/homedetails/710-Mariposa-Cir-National-City-CA-91950/65239899_zpid/","https://photos.zillowstatic.com/fp/6ebc3c0905464140e89d4470cb2f2c14-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1728 Delta St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1728 Delta St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68826,""longitude"":-117.09134},""url"":""https://www.zillow.com/homedetails/1728-Delta-St-National-City-CA-91950/17094664_zpid/""}","https://www.zillow.com/homedetails/1728-Delta-St-National-City-CA-91950/17094664_zpid/","1728 Delta St, National City, CA 91950","KELLER WILLIAMS REALTY","$524,000","- Sold","3","bds","2","ba","1,104","sqft","Sold 12/01/2020","https://www.zillow.com/homedetails/1728-Delta-St-National-City-CA-91950/17094664_zpid/","https://photos.zillowstatic.com/fp/660034e2a7ebe239d382e0b0dce5b458-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""766 Paradise Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""766 Paradise Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685192,""longitude"":-117.07708},""url"":""https://www.zillow.com/homedetails/766-Paradise-Way-National-City-CA-91950/82935619_zpid/""}","https://www.zillow.com/homedetails/766-Paradise-Way-National-City-CA-91950/82935619_zpid/","766 Paradise Way, National City, CA 91950","KELLER WILLIAMS REALTY","$521,000","- Sold","3","bds","4","ba","1,452","sqft","Sold 10/14/2021","https://www.zillow.com/homedetails/766-Paradise-Way-National-City-CA-91950/82935619_zpid/","https://photos.zillowstatic.com/fp/4763d1cd6e9be1763750c8965ceb9d01-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""123 F Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,497""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""123 F Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.683308,""longitude"":-117.10274},""url"":""https://www.zillow.com/homedetails/123-F-Ave-National-City-CA-91950/17096090_zpid/""}","https://www.zillow.com/homedetails/123-F-Ave-National-City-CA-91950/17096090_zpid/","123 F Ave, National City, CA 91950","","$520,000","- Sold","3","bds","2","ba","1,497","sqft","Sold 04/17/2020","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1015 E 24th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,064""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1015 E 24th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665165,""longitude"":-117.09117},""url"":""https://www.zillow.com/homedetails/1015-E-24th-St-National-City-CA-91950/17099770_zpid/""}","https://www.zillow.com/homedetails/1015-E-24th-St-National-City-CA-91950/17099770_zpid/","1015 E 24th St, National City, CA 91950","COVINGTON & ASSOCIATES","$520,000","- Sold","3","bds","2","ba","1,064","sqft","Sold 07/30/2020","https://www.zillow.com/homedetails/1015-E-24th-St-National-City-CA-91950/17099770_zpid/","https://photos.zillowstatic.com/fp/4196558035b51cb6aba49f355a217cc5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2437 M Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,250""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2437 M Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.665195,""longitude"":-117.08768},""url"":""https://www.zillow.com/homedetails/2437-M-Ave-National-City-CA-91950/17100239_zpid/""}","https://www.zillow.com/homedetails/2437-M-Ave-National-City-CA-91950/17100239_zpid/","2437 M Ave, National City, CA 91950","KELLER WILLAMS REALTY","$520,000","- Sold","3","bds","2","ba","1,250","sqft","Sold 10/21/2020","https://www.zillow.com/homedetails/2437-M-Ave-National-City-CA-91950/17100239_zpid/","https://photos.zillowstatic.com/fp/128e8b8c05bc8f2e1d8911ea0d106817-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1139 Manchester St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,088""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1139 Manchester St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68461,""longitude"":-117.0684},""url"":""https://www.zillow.com/homedetails/1139-Manchester-St-National-City-CA-91950/17189538_zpid/""}","https://www.zillow.com/homedetails/1139-Manchester-St-National-City-CA-91950/17189538_zpid/","1139 Manchester St, National City, CA 91950","","$520,000","- Sold","3","bds","2","ba","2,088","sqft","Sold 03/14/2022","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1315 Ranger Rd, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,107""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1315 Ranger Rd"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.683704,""longitude"":-117.06595},""url"":""https://www.zillow.com/homedetails/1315-Ranger-Rd-National-City-CA-91950/17189561_zpid/""}","https://www.zillow.com/homedetails/1315-Ranger-Rd-National-City-CA-91950/17189561_zpid/","1315 Ranger Rd, National City, CA 91950","","$520,000","- Sold","3","bds","2","ba","1,107","sqft","Sold 12/11/2020","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""729 Paradise Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,452""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""729 Paradise Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685192,""longitude"":-117.07708},""url"":""https://www.zillow.com/homedetails/729-Paradise-Way-National-City-CA-91950/82926749_zpid/""}","https://www.zillow.com/homedetails/729-Paradise-Way-National-City-CA-91950/82926749_zpid/","729 Paradise Way, National City, CA 91950","COLDWELL BANKER WEST","$515,000","- Sold","3","bds","4","ba","1,452","sqft","Sold 04/28/2021","https://www.zillow.com/homedetails/729-Paradise-Way-National-City-CA-91950/82926749_zpid/","https://photos.zillowstatic.com/fp/8a82a08f830ea7ee060a8811752a2c0d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3734 Peach Blossom St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,446""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3734 Peach Blossom St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689568,""longitude"":-117.069336},""url"":""https://www.zillow.com/homedetails/3734-Peach-Blossom-St-National-City-CA-91950/17189652_zpid/""}","https://www.zillow.com/homedetails/3734-Peach-Blossom-St-National-City-CA-91950/17189652_zpid/","3734 Peach Blossom St, National City, CA 91950","","$510,000","- Sold","3","bds","3","ba","1,446","sqft","Sold 03/11/2020","https://www.zillow.com/homedetails/3734-Peach-Blossom-St-National-City-CA-91950/17189652_zpid/","https://photos.zillowstatic.com/fp/c17884edb1d3a4b189424dea767ffc0a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""716 E 1st St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,368""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""716 E 1st St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6837,""longitude"":-117.10167},""url"":""https://www.zillow.com/homedetails/716-E-1st-St-National-City-CA-91950/17096108_zpid/""}","https://www.zillow.com/homedetails/716-E-1st-St-National-City-CA-91950/17096108_zpid/","716 E 1st St, National City, CA 91950","","$508,000","- Sold","3","bds","2","ba","2,368","sqft","Sold 04/03/2020","https://www.zillow.com/homedetails/716-E-1st-St-National-City-CA-91950/17096108_zpid/","https://photos.zillowstatic.com/fp/fedac0cab5957ef22a1099596aa09179-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""148 Valva Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,037""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""148 Valva Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68762,""longitude"":-117.084015},""url"":""https://www.zillow.com/homedetails/148-Valva-Ave-National-City-CA-91950/17095782_zpid/""}","https://www.zillow.com/homedetails/148-Valva-Ave-National-City-CA-91950/17095782_zpid/","148 Valva Ave, National City, CA 91950","COLDWELL BANKER WEST","$505,000","- Sold","3","bds","2","ba","1,037","sqft","Sold 09/10/2020","https://www.zillow.com/homedetails/148-Valva-Ave-National-City-CA-91950/17095782_zpid/","https://photos.zillowstatic.com/fp/1f7f0f4ee19c700b45f8efd00abe25b7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1036 E 15th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,181""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1036 E 15th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.672626,""longitude"":-117.09341},""url"":""https://www.zillow.com/homedetails/1036-E-15th-St-National-City-CA-91950/17099174_zpid/""}","https://www.zillow.com/homedetails/1036-E-15th-St-National-City-CA-91950/17099174_zpid/","1036 E 15th St, National City, CA 91950","MCKEE PROPERTIES","$505,000","- Sold","3","bds","1","ba","1,181","sqft","Sold 05/13/2020","https://www.zillow.com/homedetails/1036-E-15th-St-National-City-CA-91950/17099174_zpid/","https://photos.zillowstatic.com/fp/eec87e0b047638745b5f5c0f73872738-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2301 Magnolia Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,353""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2301 Magnolia Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69054,""longitude"":-117.08434},""url"":""https://www.zillow.com/homedetails/2301-Magnolia-Way-National-City-CA-91950/71008142_zpid/""}","https://www.zillow.com/homedetails/2301-Magnolia-Way-National-City-CA-91950/71008142_zpid/","2301 Magnolia Way, National City, CA 91950","CENTURY 21 AWARD","$505,000","- Sold","3","bds","3","ba","1,353","sqft","Sold 07/06/2020","https://www.zillow.com/homedetails/2301-Magnolia-Way-National-City-CA-91950/71008142_zpid/","https://photos.zillowstatic.com/fp/e6ca9fa8c874528f245645c4680181b6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2305 Alpha St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,040""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2305 Alpha St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.691776,""longitude"":-117.08596},""url"":""https://www.zillow.com/homedetails/2305-Alpha-St-National-City-CA-91950/17094278_zpid/""}","https://www.zillow.com/homedetails/2305-Alpha-St-National-City-CA-91950/17094278_zpid/","2305 Alpha St, National City, CA 91950","PACIFIC PREFERRED","$500,000","- Sold","3","bds","2","ba","1,040","sqft","Sold 06/04/2020","https://www.zillow.com/homedetails/2305-Alpha-St-National-City-CA-91950/17094278_zpid/","https://photos.zillowstatic.com/fp/eadd53c8b10da7eebfa79b02add7db82-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1503 E 14th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""978""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1503 E 14th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675148,""longitude"":-117.08943},""url"":""https://www.zillow.com/homedetails/1503-E-14th-St-National-City-CA-91950/17097529_zpid/""}","https://www.zillow.com/homedetails/1503-E-14th-St-National-City-CA-91950/17097529_zpid/","1503 E 14th St, National City, CA 91950","REALTY EXECUTIVES DILLON","$500,000","- Sold","3","bds","2","ba","978","sqft","Sold 11/23/2020","https://www.zillow.com/homedetails/1503-E-14th-St-National-City-CA-91950/17097529_zpid/","https://photos.zillowstatic.com/fp/f4f2ada9d42dcdf6552fddd3147c8d7f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2133 Grove St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,505""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2133 Grove St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.670284,""longitude"":-117.08023},""url"":""https://www.zillow.com/homedetails/2133-Grove-St-National-City-CA-91950/250088530_zpid/""}","https://www.zillow.com/homedetails/2133-Grove-St-National-City-CA-91950/250088530_zpid/","2133 Grove St, National City, CA 91950","","$500,000","- Sold","3","bds","2","ba","1,505","sqft","Sold 09/15/2021","","","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3415 Paseo De Sabato, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,463""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3415 Paseo De Sabato"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.65829,""longitude"":-117.05887},""url"":""https://www.zillow.com/homedetails/3415-Paseo-De-Sabato-National-City-CA-91950/63519662_zpid/""}","https://www.zillow.com/homedetails/3415-Paseo-De-Sabato-National-City-CA-91950/63519662_zpid/","3415 Paseo De Sabato, National City, CA 91950","EXP REALTY OF CALIFORNIA, INC.","$498,000","- Sold","3","bds","3","ba","1,463","sqft","Sold 03/05/2020","https://www.zillow.com/homedetails/3415-Paseo-De-Sabato-National-City-CA-91950/63519662_zpid/","https://photos.zillowstatic.com/fp/ff652d050900a2eb302aaf00723ee37c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1917 Palm Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,373""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1917 Palm Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67064,""longitude"":-117.086464},""url"":""https://www.zillow.com/homedetails/1917-Palm-Ave-National-City-CA-91950/17099838_zpid/""}","https://www.zillow.com/homedetails/1917-Palm-Ave-National-City-CA-91950/17099838_zpid/","1917 Palm Ave, National City, CA 91950","CENTURY 21 AWARD","$495,000","- Sold","3","bds","2","ba","1,373","sqft","Sold 05/27/2020","https://www.zillow.com/homedetails/1917-Palm-Ave-National-City-CA-91950/17099838_zpid/","https://photos.zillowstatic.com/fp/9feef3e153c47d223b2221b1f3a18b29-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1314 E 26th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1314 E 26th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.663883,""longitude"":-117.08704},""url"":""https://www.zillow.com/homedetails/1314-E-26th-St-National-City-CA-91950/17100384_zpid/""}","https://www.zillow.com/homedetails/1314-E-26th-St-National-City-CA-91950/17100384_zpid/","1314 E 26th St, National City, CA 91950","MATULAC REALTY GROUP","$495,000","- Sold","3","bds","2","ba","1,100","sqft","Sold 08/04/2020","https://www.zillow.com/homedetails/1314-E-26th-St-National-City-CA-91950/17100384_zpid/","https://photos.zillowstatic.com/fp/968b519f5c8a7ba116e2ed524d71ce9c-p_e.jpg","Save this home"
