"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""680 Camino De La Reina Apt 2312, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,330""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""680 Camino De La Reina APT 2312"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.767643,""longitude"":-117.15877},""url"":""https://www.zillow.com/homedetails/680-Camino-De-La-Reina-APT-2312-San-Diego-CA-92108/16945297_zpid/""}","https://www.zillow.com/homedetails/680-Camino-De-La-Reina-APT-2312-San-Diego-CA-92108/16945297_zpid/","680 Camino De La Reina APT 2312, San Diego, CA 92108","EXP REALTY","$750,000","- Sold","3","bds","2","ba","1,330","sqft","Sold 06/22/2022","https://photos.zillowstatic.com/fp/831b91c154f169e289110989a61aa948-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2690 Piantino Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,589""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2690 Piantino Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784336,""longitude"":-117.13154},""url"":""https://www.zillow.com/homedetails/2690-Piantino-Cir-San-Diego-CA-92108/63061567_zpid/""}","https://www.zillow.com/homedetails/2690-Piantino-Cir-San-Diego-CA-92108/63061567_zpid/","2690 Piantino Cir, San Diego, CA 92108","","$750,000","- Sold","3","bds","2","ba","1,589","sqft","Sold 06/03/2021","https://photos.zillowstatic.com/fp/d7b4dcb08da42eb4cd46f8562d1563b1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2836 Escala Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,782""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2836 Escala Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.781174,""longitude"":-117.13366},""url"":""https://www.zillow.com/homedetails/2836-Escala-Cir-San-Diego-CA-92108/63477910_zpid/""}","https://www.zillow.com/homedetails/2836-Escala-Cir-San-Diego-CA-92108/63477910_zpid/","2836 Escala Cir, San Diego, CA 92108","TEAM FORSS REALTY GROUP","$750,000","- Sold","3","bds","4","ba","1,782","sqft","Sold 02/10/2021","https://photos.zillowstatic.com/fp/80fc3ed4a51b31e5d1450930c573ea25-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2732 Piantino Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,735""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2732 Piantino Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.783543,""longitude"":-117.13193},""url"":""https://www.zillow.com/homedetails/2732-Piantino-Cir-San-Diego-CA-92108/66657954_zpid/""}","https://www.zillow.com/homedetails/2732-Piantino-Cir-San-Diego-CA-92108/66657954_zpid/","2732 Piantino Cir, San Diego, CA 92108","SAN DIEGO REALTY GALS","$750,000","- Sold","3","bds","2","ba","1,735","sqft","Sold 03/19/2021","https://photos.zillowstatic.com/fp/42179c732504121d12dac3e4a756d5c7-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2838 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2838 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2838-Via-Alta-Pl-San-Diego-CA-92108/305156677_zpid/""}","https://www.zillow.com/homedetails/2838-Via-Alta-Pl-San-Diego-CA-92108/305156677_zpid/","2838 Via Alta Pl, San Diego, CA 92108","TRINITY HOMES & INVESTMENTS","$750,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 09/29/2020","https://photos.zillowstatic.com/fp/b905e65774acb6eda3ebaa256ba35e91-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""680 Camino De La Reina Apt 2312, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,330""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""680 Camino De La Reina APT 2312"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.767643,""longitude"":-117.15877},""url"":""https://www.zillow.com/homedetails/680-Camino-De-La-Reina-APT-2312-San-Diego-CA-92108/2077648498_zpid/""}","https://www.zillow.com/homedetails/680-Camino-De-La-Reina-APT-2312-San-Diego-CA-92108/2077648498_zpid/","680 Camino De La Reina APT 2312, San Diego, CA 92108","EXP REALTY","$750,000","- Sold","3","bds","2","ba","1,330","sqft","Sold 06/22/2022","https://photos.zillowstatic.com/fp/ffcfa175770edbcd85a3ecfc35d2bfc8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10472 San Diego Mission Rd #15, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,718""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10472 San Diego Mission Rd #15"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/10472-San-Diego-Mission-Rd-15-San-Diego-CA-92108/2077449702_zpid/""}","https://www.zillow.com/homedetails/10472-San-Diego-Mission-Rd-15-San-Diego-CA-92108/2077449702_zpid/","10472 San Diego Mission Rd #15, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$749,990","- Sold","3","bds","4","ba","1,718","sqft","Sold 12/07/2020","https://photos.zillowstatic.com/fp/fdc1f975c778b763a8d59ec2164133cf-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10422 Harlow Cir #50, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10422 Harlow Cir #50"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785755,""longitude"":-117.1114},""url"":""https://www.zillow.com/homedetails/10422-Harlow-Cir-50-San-Diego-CA-92108/333211134_zpid/""}","https://www.zillow.com/homedetails/10422-Harlow-Cir-50-San-Diego-CA-92108/333211134_zpid/","10422 Harlow Cir #50, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$749,285","- Sold","3","bds","3","ba","1,660","sqft","Sold 06/17/2020","https://photos.zillowstatic.com/fp/49bdc0050443d6e252ed7f8efa4d74ee-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2530 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,599""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2530 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2530-Aperture-Cir-San-Diego-CA-92108/122074742_zpid/""}","https://www.zillow.com/homedetails/2530-Aperture-Cir-San-Diego-CA-92108/122074742_zpid/","2530 Aperture Cir, San Diego, CA 92108","DOUGLAS ELLIMAN OF CALIFORNIA","$749,000","- Sold","3","bds","3","ba","1,599","sqft","Sold 10/20/2020","https://photos.zillowstatic.com/fp/384397be0ae7ef330ba25ba836cb8ae6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10422 Harlow Cir #53, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10422 Harlow Cir #53"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785755,""longitude"":-117.1114},""url"":""https://www.zillow.com/homedetails/10422-Harlow-Cir-53-San-Diego-CA-92108/333211137_zpid/""}","https://www.zillow.com/homedetails/10422-Harlow-Cir-53-San-Diego-CA-92108/333211137_zpid/","10422 Harlow Cir #53, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$747,715","- Sold","3","bds","3","ba","1,660","sqft","Sold 06/19/2020","https://photos.zillowstatic.com/fp/29218a98d34a5409df54d50d1554c18a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""946 Camino De La Reina Unit 13, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,646""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""946 Camino De La Reina UNIT 13"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.768867,""longitude"":-117.15598},""url"":""https://www.zillow.com/homedetails/946-Camino-De-La-Reina-UNIT-13-San-Diego-CA-92108/16946919_zpid/""}","https://www.zillow.com/homedetails/946-Camino-De-La-Reina-UNIT-13-San-Diego-CA-92108/16946919_zpid/","946 Camino De La Reina UNIT 13, San Diego, CA 92108","HARCOURTS PINNACLE","$745,000","- Sold","3","bds","3","ba","1,646","sqft","Sold 05/07/2021","https://photos.zillowstatic.com/fp/91fe506637eb2e9f7b5f410a2b9ace5c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4365 Caminito Pintoresco, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,875""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4365 Caminito Pintoresco"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.774136,""longitude"":-117.10128},""url"":""https://www.zillow.com/homedetails/4365-Caminito-Pintoresco-San-Diego-CA-92108/16994045_zpid/""}","https://www.zillow.com/homedetails/4365-Caminito-Pintoresco-San-Diego-CA-92108/16994045_zpid/","4365 Caminito Pintoresco, San Diego, CA 92108","","$745,000","- Sold","3","bds","3","ba","1,875","sqft","Sold 10/01/2020","https://photos.zillowstatic.com/fp/f5cba6e98f4ff431f1a76e7003e7f9b0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2756 Bellezza Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,495""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2756 Bellezza Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.786797,""longitude"":-117.13025},""url"":""https://www.zillow.com/homedetails/2756-Bellezza-Dr-San-Diego-CA-92108/66111043_zpid/""}","https://www.zillow.com/homedetails/2756-Bellezza-Dr-San-Diego-CA-92108/66111043_zpid/","2756 Bellezza Dr, San Diego, CA 92108","","$745,000","- Sold","3","bds","2.5","ba","1,495","sqft","Sold 06/01/2021","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.78679656982422,-117.1302490234375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=XIi_yrruiYeiEpsjNoQLiKXvPTI=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""946 Camino De La Reina Unit 13, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,646""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""946 Camino De La Reina UNIT 13"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.768867,""longitude"":-117.15598},""url"":""https://www.zillow.com/homedetails/946-Camino-De-La-Reina-UNIT-13-San-Diego-CA-92108/2070363005_zpid/""}","https://www.zillow.com/homedetails/946-Camino-De-La-Reina-UNIT-13-San-Diego-CA-92108/2070363005_zpid/","946 Camino De La Reina UNIT 13, San Diego, CA 92108","HARCOURTS PINNACLE","$745,000","- Sold","3","bds","3","ba","1,646","sqft","Sold 05/07/2021","https://photos.zillowstatic.com/fp/7b6126a7efbd2a6715ffec34d55aa695-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10451 Harlow Cir #27, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10451 Harlow Cir #27"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785755,""longitude"":-117.1114},""url"":""https://www.zillow.com/homedetails/10451-Harlow-Cir-27-San-Diego-CA-92108/333211122_zpid/""}","https://www.zillow.com/homedetails/10451-Harlow-Cir-27-San-Diego-CA-92108/333211122_zpid/","10451 Harlow Cir #27, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$743,375","- Sold","3","bds","3","ba","1,660","sqft","Sold 06/04/2020","https://photos.zillowstatic.com/fp/29218a98d34a5409df54d50d1554c18a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10482 San Diego Mission Rd #6, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,718""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10482 San Diego Mission Rd #6"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/10482-San-Diego-Mission-Rd-6-San-Diego-CA-92108/2077972784_zpid/""}","https://www.zillow.com/homedetails/10482-San-Diego-Mission-Rd-6-San-Diego-CA-92108/2077972784_zpid/","10482 San Diego Mission Rd #6, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$742,990","- Sold","3","bds","4","ba","1,718","sqft","Sold 02/12/2021","https://photos.zillowstatic.com/fp/6e5c1a6423c63895d5166e413c797b00-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9232 Piatto Ln, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,495""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9232 Piatto Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.786797,""longitude"":-117.1293},""url"":""https://www.zillow.com/homedetails/9232-Piatto-Ln-San-Diego-CA-92108/66110608_zpid/""}","https://www.zillow.com/homedetails/9232-Piatto-Ln-San-Diego-CA-92108/66110608_zpid/","9232 Piatto Ln, San Diego, CA 92108","","$740,000","- Sold","3","bds","3","ba","1,495","sqft","Sold 04/21/2021","https://photos.zillowstatic.com/fp/7d3a9f303f0eafbe9ce9ed2365818a3f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7861 Inception Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7861 Inception Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77795,""longitude"":-117.151024},""url"":""https://www.zillow.com/homedetails/7861-Inception-Way-San-Diego-CA-92108/120796326_zpid/""}","https://www.zillow.com/homedetails/7861-Inception-Way-San-Diego-CA-92108/120796326_zpid/","7861 Inception Way, San Diego, CA 92108","ROUTE 56 REALTY","$740,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 11/06/2020","https://photos.zillowstatic.com/fp/53e6eb736c96b163ae617ee367f121a5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2543 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,584""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2543 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2543-Aperture-Cir-San-Diego-CA-92108/122076163_zpid/""}","https://www.zillow.com/homedetails/2543-Aperture-Cir-San-Diego-CA-92108/122076163_zpid/","2543 Aperture Cir, San Diego, CA 92108","CORCORAN GLOBAL LIVING","$740,000","- Sold","3","bds","3","ba","1,584","sqft","Sold 11/06/2020","https://photos.zillowstatic.com/fp/8f550416da5b10641ae8c4cea6e893a8-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2778 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2778 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2778-Via-Alta-Pl-San-Diego-CA-92108/250592945_zpid/""}","https://www.zillow.com/homedetails/2778-Via-Alta-Pl-San-Diego-CA-92108/250592945_zpid/","2778 Via Alta Pl, San Diego, CA 92108","EXP REALTY","$740,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 09/04/2020","https://photos.zillowstatic.com/fp/e78302dae2e3e8a333eff696a20c897b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10432 Harlow Cir #55, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10432 Harlow Cir #55"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785755,""longitude"":-117.1114},""url"":""https://www.zillow.com/homedetails/10432-Harlow-Cir-55-San-Diego-CA-92108/333211139_zpid/""}","https://www.zillow.com/homedetails/10432-Harlow-Cir-55-San-Diego-CA-92108/333211139_zpid/","10432 Harlow Cir #55, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$738,602","- Sold","3","bds","3","ba","1,660","sqft","Sold 08/12/2020","https://photos.zillowstatic.com/fp/342694e83bc8aaedff8afb1123407ef3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""(Undisclosed Address), San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,555""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""(undisclosed Address)"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/San-Diego-CA-92108/121424074_zpid/""}","https://www.zillow.com/homedetails/San-Diego-CA-92108/121424074_zpid/","(undisclosed Address), San Diego, CA 92108","JONETTE CHASE BURK BROKER","$738,000","- Sold","3","bds","4","ba","1,555","sqft","Sold 04/30/2020","https://photos.zillowstatic.com/fp/e796f7a6cd9eb814b0cc2f2e875e508f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10422 Harlow Cir #49, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10422 Harlow Cir #49"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.785755,""longitude"":-117.1114},""url"":""https://www.zillow.com/homedetails/10422-Harlow-Cir-49-San-Diego-CA-92108/333211133_zpid/""}","https://www.zillow.com/homedetails/10422-Harlow-Cir-49-San-Diego-CA-92108/333211133_zpid/","10422 Harlow Cir #49, San Diego, CA 92108","COLRICH CALIFORNIA REALTY, INC","$737,990","- Sold","3","bds","3","ba","1,660","sqft","Sold 06/10/2020","https://photos.zillowstatic.com/fp/29218a98d34a5409df54d50d1554c18a-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7801 Stylus Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,580""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7801 Stylus Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.779068,""longitude"":-117.1506},""url"":""https://www.zillow.com/homedetails/7801-Stylus-Dr-San-Diego-CA-92108/119899835_zpid/""}","https://www.zillow.com/homedetails/7801-Stylus-Dr-San-Diego-CA-92108/119899835_zpid/","7801 Stylus Dr, San Diego, CA 92108","KALEO REAL ESTATE COMPANY","$737,000","- Sold","3","bds","4","ba","1,580","sqft","Sold 08/31/2020","https://photos.zillowstatic.com/fp/f92077c5290b3ee03bbbe59eb81e2e83-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2608 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,470""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2608 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2608-Aperture-Cir-San-Diego-CA-92108/122075108_zpid/""}","https://www.zillow.com/homedetails/2608-Aperture-Cir-San-Diego-CA-92108/122075108_zpid/","2608 Aperture Cir, San Diego, CA 92108","PACIFIC SOTHEBY'S INT'L REALTY","$735,000","- Sold","3","bds","3","ba","1,470","sqft","Sold 06/30/2021","https://photos.zillowstatic.com/fp/edab0bef5b63ac2e2c3f0cd7243ca859-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8275 Station Village Ln Unit 3201, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,538""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8275 Station Village Ln UNIT 3201"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.773003,""longitude"":-117.146545},""url"":""https://www.zillow.com/homedetails/8275-Station-Village-Ln-UNIT-3201-San-Diego-CA-92108/63659329_zpid/""}","https://www.zillow.com/homedetails/8275-Station-Village-Ln-UNIT-3201-San-Diego-CA-92108/63659329_zpid/","8275 Station Village Ln UNIT 3201, San Diego, CA 92108","COMPASS","$731,500","- Sold","3","bds","2","ba","1,538","sqft","Sold 05/28/2021","https://photos.zillowstatic.com/fp/c97d07530a7d03205da9fdc9f6b411ed-p_e.jpg","Save this home"
