"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8617 Somerset Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,314""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8617 Somerset Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.791912,""longitude"":-117.147446},""url"":""https://www.zillow.com/homedetails/8617-Somerset-Ave-San-Diego-CA-92123/16930980_zpid/""}","https://www.zillow.com/homedetails/8617-Somerset-Ave-San-Diego-CA-92123/16930980_zpid/","8617 Somerset Ave, San Diego, CA 92123","$858,500","- Sold","3","bds","2","ba","1,314","sqft","Sold 02/10/2021","https://photos.zillowstatic.com/fp/1e0e463a694f8d106d2ce6e870bf722a-p_e.jpg","Save this home","ALAN J YAGHDJIAN"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2852 Mission Village Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,206""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2852 Mission Village Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.796795,""longitude"":-117.12573},""url"":""https://www.zillow.com/homedetails/2852-Mission-Village-Dr-San-Diego-CA-92123/16932180_zpid/""}","https://www.zillow.com/homedetails/2852-Mission-Village-Dr-San-Diego-CA-92123/16932180_zpid/","2852 Mission Village Dr, San Diego, CA 92123","$856,000","- Sold","3","bds","2","ba","1,206","sqft","Sold 12/29/2022","https://photos.zillowstatic.com/fp/816ee5f90aab9da76f86e0054375e71b-p_e.jpg","Save this home","RE/MAX CONNECTIONS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3505 Ediwhar Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,685""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3505 Ediwhar Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.8067,""longitude"":-117.13631},""url"":""https://www.zillow.com/homedetails/3505-Ediwhar-Ave-San-Diego-CA-92123/16919326_zpid/""}","https://www.zillow.com/homedetails/3505-Ediwhar-Ave-San-Diego-CA-92123/16919326_zpid/","3505 Ediwhar Ave, San Diego, CA 92123","$855,000","- Sold","3","bds","2","ba","1,685","sqft","Sold 06/28/2022","https://photos.zillowstatic.com/fp/341edf2f9cc5c3af366fa1c1c4cad171-p_e.jpg","Save this home","KELLER WILLIAMS LA JOLLA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8840 Pinecrest Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,138""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8840 Pinecrest Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798374,""longitude"":-117.140625},""url"":""https://www.zillow.com/homedetails/8840-Pinecrest-Ave-San-Diego-CA-92123/16930463_zpid/""}","https://www.zillow.com/homedetails/8840-Pinecrest-Ave-San-Diego-CA-92123/16930463_zpid/","8840 Pinecrest Ave, San Diego, CA 92123","$855,000","- Sold","3","bds","2","ba","1,138","sqft","Sold 01/06/2022","https://photos.zillowstatic.com/fp/4acae037c6837dedf45f1b635f931482-p_e.jpg","Save this home","JOE CARTA REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2850 Monarch St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,190""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2850 Monarch St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.797585,""longitude"":-117.12306},""url"":""https://www.zillow.com/homedetails/2850-Monarch-St-San-Diego-CA-92123/16931945_zpid/""}","https://www.zillow.com/homedetails/2850-Monarch-St-San-Diego-CA-92123/16931945_zpid/","2850 Monarch St, San Diego, CA 92123","$855,000","- Sold","3","bds","2","ba","1,190","sqft","Sold 10/19/2021","https://photos.zillowstatic.com/fp/bf8ed36fd988133e10e612c7a2f69560-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2656 Palace Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,108""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2656 Palace Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79414,""longitude"":-117.121155},""url"":""https://www.zillow.com/homedetails/2656-Palace-Dr-San-Diego-CA-92123/16932687_zpid/""}","https://www.zillow.com/homedetails/2656-Palace-Dr-San-Diego-CA-92123/16932687_zpid/","2656 Palace Dr, San Diego, CA 92123","$855,000","- Sold","3","bds","2","ba","1,108","sqft","Sold 05/17/2021","https://photos.zillowstatic.com/fp/cee0b9b2bf61ce53a35932f5530f7d5a-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3584 Sandrock Rd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,489""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3584 Sandrock Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.807785,""longitude"":-117.14045},""url"":""https://www.zillow.com/homedetails/3584-Sandrock-Rd-San-Diego-CA-92123/16919206_zpid/""}","https://www.zillow.com/homedetails/3584-Sandrock-Rd-San-Diego-CA-92123/16919206_zpid/","3584 Sandrock Rd, San Diego, CA 92123","$854,000","- Sold","3","bds","2","ba","1,489","sqft","Sold 12/13/2021","https://photos.zillowstatic.com/fp/53df8cd5c1100f1ea23fba9ae2ca5fdc-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8852 Laddie Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,383""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8852 Laddie Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.804,""longitude"":-117.13728},""url"":""https://www.zillow.com/homedetails/8852-Laddie-Ln-San-Diego-CA-92123/16929878_zpid/""}","https://www.zillow.com/homedetails/8852-Laddie-Ln-San-Diego-CA-92123/16929878_zpid/","8852 Laddie Ln, San Diego, CA 92123","$853,594","- Sold","3","bds","2","ba","1,383","sqft","Sold 05/04/2022","https://photos.zillowstatic.com/fp/907e93080465255442cd73a99f4f6194-p_e.jpg","Save this home","HILL REALTY GROUP"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8447 Kingsland Rd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,835""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8447 Kingsland Rd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78673,""longitude"":-117.14988},""url"":""https://www.zillow.com/homedetails/8447-Kingsland-Rd-San-Diego-CA-92123/17201144_zpid/""}","https://www.zillow.com/homedetails/8447-Kingsland-Rd-San-Diego-CA-92123/17201144_zpid/","8447 Kingsland Rd, San Diego, CA 92123","$853,000","- Sold","3","bds","3","ba","1,835","sqft","Sold 10/18/2021","https://photos.zillowstatic.com/fp/51acd4ca5325b44202dae5ead8fc84b1-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8863 Heraldry St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,381""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8863 Heraldry St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.807087,""longitude"":-117.13774},""url"":""https://www.zillow.com/homedetails/8863-Heraldry-St-San-Diego-CA-92123/16919260_zpid/""}","https://www.zillow.com/homedetails/8863-Heraldry-St-San-Diego-CA-92123/16919260_zpid/","8863 Heraldry St, San Diego, CA 92123","KELLER WILLIAMS REALTY","$850,000","3","bds","2","ba","1,381","sqft","Sold 11/30/2021","https://photos.zillowstatic.com/fp/c2f4766838a0b0cf44d63f1eec965412-p_e.jpg","Save this home","- Sold"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3241 Pasternack Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,320""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3241 Pasternack Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.801445,""longitude"":-117.13411},""url"":""https://www.zillow.com/homedetails/3241-Pasternack-Pl-San-Diego-CA-92123/16930045_zpid/""}","https://www.zillow.com/homedetails/3241-Pasternack-Pl-San-Diego-CA-92123/16930045_zpid/","3241 Pasternack Pl, San Diego, CA 92123","$850,000","- Sold","3","bds","2","ba","1,320","sqft","Sold 09/16/2022","https://photos.zillowstatic.com/fp/298ade68159fb32451ab6df8d920c2cd-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8574 Pinecrest Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,584""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8574 Pinecrest Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798405,""longitude"":-117.14426},""url"":""https://www.zillow.com/homedetails/8574-Pinecrest-Ave-San-Diego-CA-92123/16930396_zpid/""}","https://www.zillow.com/homedetails/8574-Pinecrest-Ave-San-Diego-CA-92123/16930396_zpid/","8574 Pinecrest Ave, San Diego, CA 92123","$850,000","- Sold","3","bds","2","ba","1,584","sqft","Sold 02/07/2022","https://photos.zillowstatic.com/fp/04f4c4a52977abfaff422667c856e044-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3017 Melbourne Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,531""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3017 Melbourne Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.798527,""longitude"":-117.12707},""url"":""https://www.zillow.com/homedetails/3017-Melbourne-Dr-San-Diego-CA-92123/16931853_zpid/""}","https://www.zillow.com/homedetails/3017-Melbourne-Dr-San-Diego-CA-92123/16931853_zpid/","3017 Melbourne Dr, San Diego, CA 92123","$850,000","- Sold","3","bds","2","ba","1,531","sqft","Sold 08/25/2021","https://photos.zillowstatic.com/fp/4dba2ca74413461c34d3ac26e18128c6-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2589 Mammoth Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,338""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2589 Mammoth Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.791653,""longitude"":-117.123146},""url"":""https://www.zillow.com/homedetails/2589-Mammoth-Dr-San-Diego-CA-92123/16932605_zpid/""}","https://www.zillow.com/homedetails/2589-Mammoth-Dr-San-Diego-CA-92123/16932605_zpid/","2589 Mammoth Dr, San Diego, CA 92123","$850,000","- Sold","3","bds","2","ba","1,338","sqft","Sold 10/26/2021","https://photos.zillowstatic.com/fp/232227106e4a22bc4adb6a53ea8b0f3e-p_e.jpg","Save this home","COLDWELL BANKER REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8914 Spectrum Center Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,851""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8914 Spectrum Center Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827274,""longitude"":-117.13583},""url"":""https://www.zillow.com/homedetails/8914-Spectrum-Center-Blvd-San-Diego-CA-92123/63775414_zpid/""}","https://www.zillow.com/homedetails/8914-Spectrum-Center-Blvd-San-Diego-CA-92123/63775414_zpid/","8914 Spectrum Center Blvd, San Diego, CA 92123","$850,000","- Sold","3","bds","3","ba","1,851","sqft","Sold 11/01/2021","https://photos.zillowstatic.com/fp/c92396d3df7e196ca8134cf328dc0177-p_e.jpg","Save this home","CENTURY 21 AWARD"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2673 Palace Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,150""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2673 Palace Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79467,""longitude"":-117.12093},""url"":""https://www.zillow.com/homedetails/2673-Palace-Dr-San-Diego-CA-92123/16932699_zpid/""}","https://www.zillow.com/homedetails/2673-Palace-Dr-San-Diego-CA-92123/16932699_zpid/","2673 Palace Dr, San Diego, CA 92123","$845,000","- Sold","3","bds","2","ba","1,150","sqft","Sold 04/29/2021","https://photos.zillowstatic.com/fp/bbf008c577cd38c8839401420b9f8d1f-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4885 Juneberry Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,851""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4885 Juneberry Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.827274,""longitude"":-117.13583},""url"":""https://www.zillow.com/homedetails/4885-Juneberry-Ct-San-Diego-CA-92123/63775411_zpid/""}","https://www.zillow.com/homedetails/4885-Juneberry-Ct-San-Diego-CA-92123/63775411_zpid/","4885 Juneberry Ct, San Diego, CA 92123","$842,500","- Sold","3","bds","3","ba","1,851","sqft","Sold 01/12/2022","https://photos.zillowstatic.com/fp/c122e18d2f53dfa5ba00fad96a8f131c-p_e.jpg","Save this home","WINDERMERE HOMES & ESTATES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3022 Martindale Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3022 Martindale Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79942,""longitude"":-117.12524},""url"":""https://www.zillow.com/homedetails/3022-Martindale-Ct-San-Diego-CA-92123/16931900_zpid/""}","https://www.zillow.com/homedetails/3022-Martindale-Ct-San-Diego-CA-92123/16931900_zpid/","3022 Martindale Ct, San Diego, CA 92123","$841,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 06/28/2021","https://photos.zillowstatic.com/fp/3f1f5fe03f8e2995b2a8ba3f44900cc1-p_e.jpg","Save this home","HOMELISTER, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8854 Gramercy Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,056""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8854 Gramercy Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80333,""longitude"":-117.13711},""url"":""https://www.zillow.com/homedetails/8854-Gramercy-Dr-San-Diego-CA-92123/16930003_zpid/""}","https://www.zillow.com/homedetails/8854-Gramercy-Dr-San-Diego-CA-92123/16930003_zpid/","8854 Gramercy Dr, San Diego, CA 92123","$840,000","- Sold","3","bds","2","ba","1,056","sqft","Sold 06/20/2022","https://photos.zillowstatic.com/fp/89a96c6afe49ac468fcae81c37450ec4-p_e.jpg","Save this home","NORTHCUTT PROPERTIES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2815 Chalar St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2815 Chalar St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.795975,""longitude"":-117.14434},""url"":""https://www.zillow.com/homedetails/2815-Chalar-St-San-Diego-CA-92123/16930637_zpid/""}","https://www.zillow.com/homedetails/2815-Chalar-St-San-Diego-CA-92123/16930637_zpid/","2815 Chalar St, San Diego, CA 92123","$840,000","- Sold","3","bds","2","ba","1,050","sqft","Sold 06/08/2022","https://photos.zillowstatic.com/fp/0800780ad62bed1c2ec839a6bd54c735-p_e.jpg","Save this home","TEAM GREGORY HOMES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8845 Polland Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,592""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8845 Polland Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79656,""longitude"":-117.14078},""url"":""https://www.zillow.com/homedetails/8845-Polland-Ave-San-Diego-CA-92123/16930694_zpid/""}","https://www.zillow.com/homedetails/8845-Polland-Ave-San-Diego-CA-92123/16930694_zpid/","8845 Polland Ave, San Diego, CA 92123","$840,000","- Sold","3","bds","2","ba","1,592","sqft","Sold 02/05/2021","https://photos.zillowstatic.com/fp/fac2bf717d27908a7a4ae51b3857d189-p_e.jpg","Save this home","HARLAND REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2834 Monarch St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,056""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2834 Monarch St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.797546,""longitude"":-117.12265},""url"":""https://www.zillow.com/homedetails/2834-Monarch-St-San-Diego-CA-92123/16931996_zpid/""}","https://www.zillow.com/homedetails/2834-Monarch-St-San-Diego-CA-92123/16931996_zpid/","2834 Monarch St, San Diego, CA 92123","$840,000","- Sold","3","bds","2","ba","1,056","sqft","Sold 06/14/2021","https://photos.zillowstatic.com/fp/50a2c1e4659515a79b46c25658f1ad21-p_e.jpg","Save this home","HOMESMART REALTY WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3071 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,307""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3071 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.800716,""longitude"":-117.11655},""url"":""https://www.zillow.com/homedetails/3071-W-Canyon-Ave-San-Diego-CA-92123/16933414_zpid/""}","https://www.zillow.com/homedetails/3071-W-Canyon-Ave-San-Diego-CA-92123/16933414_zpid/","3071 W Canyon Ave, San Diego, CA 92123","$836,500","- Sold","3","bds","2.5","ba","1,307","sqft","Sold 09/07/2021","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.800716400146484,-117.11654663085938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=VdFPo9XMsQY4bNHPIOkekXqcWcU=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3071 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,307""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3071 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/3071-W-Canyon-Ave-W-San-Diego-CA-92123/2067249003_zpid/""}","https://www.zillow.com/homedetails/3071-W-Canyon-Ave-W-San-Diego-CA-92123/2067249003_zpid/","3071 W Canyon Ave W, San Diego, CA 92123","$836,500","- Sold","3","bds","3","ba","1,307","sqft","Sold 09/07/2021","https://photos.zillowstatic.com/fp/b68d9b98a974b07b31f32f62f808a5c7-p_e.jpg","Save this home","DENTT PROPERTIES RES., INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8630 Al Ct, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,458""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8630 Al Ct"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.797688,""longitude"":-117.14338},""url"":""https://www.zillow.com/homedetails/8630-Al-Ct-San-Diego-CA-92123/16930436_zpid/""}","https://www.zillow.com/homedetails/8630-Al-Ct-San-Diego-CA-92123/16930436_zpid/","8630 Al Ct, San Diego, CA 92123","$835,000","- Sold","3","bds","1","ba","1,458","sqft","Sold 06/01/2022","https://photos.zillowstatic.com/fp/348a454e86efdf74f2ed7f1da6dab7e5-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7912 Blue Jay Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,338""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7912 Blue Jay Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78658,""longitude"":-117.15405},""url"":""https://www.zillow.com/homedetails/7912-Blue-Jay-Pl-San-Diego-CA-92123/17200630_zpid/""}","https://www.zillow.com/homedetails/7912-Blue-Jay-Pl-San-Diego-CA-92123/17200630_zpid/","7912 Blue Jay Pl, San Diego, CA 92123","$835,000","- Sold","3","bds","2","ba","1,338","sqft","Sold 01/25/2021","https://photos.zillowstatic.com/fp/1dbd6984a346410d6690f295874a711e-p_e.jpg","Save this home","HOMESMART REALTY WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3031 Skipper St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3031 Skipper St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79841,""longitude"":-117.13599},""url"":""https://www.zillow.com/homedetails/3031-Skipper-St-San-Diego-CA-92123/16930530_zpid/""}","https://www.zillow.com/homedetails/3031-Skipper-St-San-Diego-CA-92123/16930530_zpid/","3031 Skipper St, San Diego, CA 92123","$830,000","- Sold","3","bds","2","ba","1,750","sqft","Sold 08/04/2021","https://photos.zillowstatic.com/fp/9507bd81971f7a26bcb4ce409f21017f-p_e.jpg","Save this home","LIBERIO, JAMES"
