"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1028 Goodyear St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1028 Goodyear St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69542,""longitude"":-117.11606},""url"":""https://www.zillow.com/homedetails/1028-Goodyear-St-San-Diego-CA-92113/2086146577_zpid/""}","https://www.zillow.com/homedetails/1028-Goodyear-St-San-Diego-CA-92113/2086146577_zpid/","1028 Goodyear St, San Diego, CA 92113","$419,500","- Sold","2","bds","2","ba","--","sqft","Sold 11/25/2020","https://www.zillow.com/homedetails/1028-Goodyear-St-San-Diego-CA-92113/2086146577_zpid/","https://photos.zillowstatic.com/fp/d1d4a3815e66d4901f13ef597683e90b-p_e.jpg","Save this home","RE/MAX CONNECTIONS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3996 National Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""915""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3996 National Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69631,""longitude"":-117.10834},""url"":""https://www.zillow.com/homedetails/3996-National-Ave-San-Diego-CA-92113/17092205_zpid/""}","https://www.zillow.com/homedetails/3996-National-Ave-San-Diego-CA-92113/17092205_zpid/","3996 National Ave, San Diego, CA 92113","$415,500","- Sold","2","bds","1","ba","915","sqft","Sold 10/08/2020","https://www.zillow.com/homedetails/3996-National-Ave-San-Diego-CA-92113/17092205_zpid/","https://photos.zillowstatic.com/fp/8c034fe036fa5f4877db15bb5ddabf95-p_e.jpg","Save this home","KELLER WILLIAMS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""417 S Evans St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""616""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""417 S Evans St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.702934,""longitude"":-117.13709},""url"":""https://www.zillow.com/homedetails/417-S-Evans-St-San-Diego-CA-92113/17075114_zpid/""}","https://www.zillow.com/homedetails/417-S-Evans-St-San-Diego-CA-92113/17075114_zpid/","417 S Evans St, San Diego, CA 92113","$410,000","- Sold","2","bds","1","ba","616","sqft","Sold 07/31/2020","https://www.zillow.com/homedetails/417-S-Evans-St-San-Diego-CA-92113/17075114_zpid/","https://photos.zillowstatic.com/fp/4475305f99f6695230e641f265a47f02-p_e.jpg","Save this home","KELLER WILLIAMS REALTY LAJOLLA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3720 Franklin Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""928""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3720 Franklin Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.702396,""longitude"":-117.11419},""url"":""https://www.zillow.com/homedetails/3720-Franklin-Ave-San-Diego-CA-92113/17086064_zpid/""}","https://www.zillow.com/homedetails/3720-Franklin-Ave-San-Diego-CA-92113/17086064_zpid/","3720 Franklin Ave, San Diego, CA 92113","$405,000","- Sold","2","bds","1","ba","928","sqft","Sold 03/30/2020","https://www.zillow.com/homedetails/3720-Franklin-Ave-San-Diego-CA-92113/17086064_zpid/","https://photos.zillowstatic.com/fp/3ae731e97f7726ea7a88fac3de9d5fa9-p_e.jpg","Save this home","COLDWELL BANKER WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1220 S 30th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""488""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1220 S 30th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6934,""longitude"":-117.12966},""url"":""https://www.zillow.com/homedetails/1220-S-30th-St-San-Diego-CA-92113/17091726_zpid/""}","https://www.zillow.com/homedetails/1220-S-30th-St-San-Diego-CA-92113/17091726_zpid/","1220 S 30th St, San Diego, CA 92113","$405,000","- Sold","2","bds","1","ba","488","sqft","Sold 04/21/2022","https://www.zillow.com/homedetails/1220-S-30th-St-San-Diego-CA-92113/17091726_zpid/","https://photos.zillowstatic.com/fp/46b3b9678e1462447b363808a1881dbe-p_e.jpg","Save this home","MISSION VISTA PROPERTIES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""950 S 45th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,017""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""950 S 45th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6958,""longitude"":-117.09826},""url"":""https://www.zillow.com/homedetails/950-S-45th-St-San-Diego-CA-92113/52520495_zpid/""}","https://www.zillow.com/homedetails/950-S-45th-St-San-Diego-CA-92113/52520495_zpid/","950 S 45th St, San Diego, CA 92113","$405,000","- Sold","2","bds","2","ba","1,017","sqft","Sold 05/22/2020","https://www.zillow.com/homedetails/950-S-45th-St-San-Diego-CA-92113/52520495_zpid/","https://photos.zillowstatic.com/fp/a219e30f10c8d7c800727573e80ba09f-p_e.jpg","Save this home","SAN DIEGO HOME SALES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3726 Acacia St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""746""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3726 Acacia St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69001,""longitude"":-117.11359},""url"":""https://www.zillow.com/homedetails/3726-Acacia-St-San-Diego-CA-92113/17092039_zpid/""}","https://www.zillow.com/homedetails/3726-Acacia-St-San-Diego-CA-92113/17092039_zpid/","3726 Acacia St, San Diego, CA 92113","$403,000","- Sold","2","bds","1","ba","746","sqft","Sold 05/06/2020","https://www.zillow.com/homedetails/3726-Acacia-St-San-Diego-CA-92113/17092039_zpid/","https://photos.zillowstatic.com/fp/fd4d47214c9fd460cc7b28fee83d442c-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""322 S Pardee St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""619""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""322 S Pardee St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70309,""longitude"":-117.11799},""url"":""https://www.zillow.com/homedetails/322-S-Pardee-St-San-Diego-CA-92113/17085890_zpid/""}","https://www.zillow.com/homedetails/322-S-Pardee-St-San-Diego-CA-92113/17085890_zpid/","322 S Pardee St, San Diego, CA 92113","$400,000","- Sold","2","bds","1","ba","619","sqft","Sold 09/07/2022","https://www.zillow.com/homedetails/322-S-Pardee-St-San-Diego-CA-92113/17085890_zpid/","https://photos.zillowstatic.com/fp/f7e4823bc97e3e1b41b62ce70e2604d9-p_e.jpg","Save this home","NATIVE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1869 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""680""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1869 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.699974,""longitude"":-117.14657},""url"":""https://www.zillow.com/homedetails/1869-Newton-Ave-San-Diego-CA-92113/17075234_zpid/""}","https://www.zillow.com/homedetails/1869-Newton-Ave-San-Diego-CA-92113/17075234_zpid/","1869 Newton Ave, San Diego, CA 92113","$1.20M","- Sold","2","bds","1","ba","680","sqft","Sold 08/05/2021","https://www.zillow.com/homedetails/1869-Newton-Ave-San-Diego-CA-92113/17075234_zpid/","https://photos.zillowstatic.com/fp/ad008f95e0cde185a794504fc4ba9e8a-p_e.jpg","Save this home","COLDWELL BANKER WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""321 S 35th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,386""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""321 S 35th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70309,""longitude"":-117.118546},""url"":""https://www.zillow.com/homedetails/321-S-35th-St-San-Diego-CA-92113/295362157_zpid/""}","https://www.zillow.com/homedetails/321-S-35th-St-San-Diego-CA-92113/295362157_zpid/","321 S 35th St, San Diego, CA 92113","$1.20M","- Sold","2","bds","4","ba","2,386","sqft","Sold 06/15/2022","https://www.zillow.com/homedetails/321-S-35th-St-San-Diego-CA-92113/295362157_zpid/","https://photos.zillowstatic.com/fp/0da70b28ee0d5ac2d7c2a534b5ef4d60-p_e.jpg","Save this home","ACCREDITED REALTY GROUP"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4424 Ocean View Blvd, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""712""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4424 Ocean View Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70086,""longitude"":-117.099724},""url"":""https://www.zillow.com/homedetails/4424-Ocean-View-Blvd-San-Diego-CA-92113/17087596_zpid/""}","https://www.zillow.com/homedetails/4424-Ocean-View-Blvd-San-Diego-CA-92113/17087596_zpid/","4424 Ocean View Blvd, San Diego, CA 92113","","$950,000","2","bds","1","ba","712","sqft","Sold 07/22/2022","https://www.zillow.com/homedetails/4424-Ocean-View-Blvd-San-Diego-CA-92113/17087596_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.70085906982422,-117.09972381591797&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HXPoJhv0XD4weEDyNLXK_R9m9AA=","Save this home","- Sold"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3560 Franklin Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3560 Franklin Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.7026,""longitude"":-117.11709},""url"":""https://www.zillow.com/homedetails/3560-Franklin-Ave-San-Diego-CA-92113/17085899_zpid/""}","https://www.zillow.com/homedetails/3560-Franklin-Ave-San-Diego-CA-92113/17085899_zpid/","3560 Franklin Ave, San Diego, CA 92113","$785,000","- Sold","2","bds","2","ba","--","sqft","Sold 04/26/2022","https://www.zillow.com/homedetails/3560-Franklin-Ave-San-Diego-CA-92113/17085899_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.702598571777344,-117.1170883178711&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ukovHt1drWYa1flnLabNLJDEVOw=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3617 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,130""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3617 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/3617-Newton-Ave-San-Diego-CA-92113/2076369438_zpid/""}","https://www.zillow.com/homedetails/3617-Newton-Ave-San-Diego-CA-92113/2076369438_zpid/","3617 Newton Ave, San Diego, CA 92113","$775,000","- Sold","2","bds","2","ba","1,130","sqft","Sold 05/24/2022","https://www.zillow.com/homedetails/3617-Newton-Ave-San-Diego-CA-92113/2076369438_zpid/","https://photos.zillowstatic.com/fp/ba701369ff9879936f4324329fa39385-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2078 Harrison Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,560""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2078 Harrison Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70295,""longitude"":-117.13796},""url"":""https://www.zillow.com/homedetails/2078-Harrison-Ave-San-Diego-CA-92113/17074812_zpid/""}","https://www.zillow.com/homedetails/2078-Harrison-Ave-San-Diego-CA-92113/17074812_zpid/","2078 Harrison Ave, San Diego, CA 92113","$747,000","- Sold","2","bds","1","ba","1,560","sqft","Sold 11/06/2020","https://www.zillow.com/homedetails/2078-Harrison-Ave-San-Diego-CA-92113/17074812_zpid/","https://photos.zillowstatic.com/fp/86f56e514b7696b53e4a07b48e55d3da-p_e.jpg","Save this home","BERKSHIRE HATHAWAY HOMESERVICE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3811 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""904""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3811 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69469,""longitude"":-117.11211},""url"":""https://www.zillow.com/homedetails/3811-Newton-Ave-San-Diego-CA-92113/17091687_zpid/""}","https://www.zillow.com/homedetails/3811-Newton-Ave-San-Diego-CA-92113/17091687_zpid/","3811 Newton Ave, San Diego, CA 92113","$731,000","- Sold","2","bds","1","ba","904","sqft","Sold 11/30/2021","https://www.zillow.com/homedetails/3811-Newton-Ave-San-Diego-CA-92113/17091687_zpid/","https://photos.zillowstatic.com/fp/22b2756bcda4d76f527ca204e805cf6d-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1950 Kearney Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""570""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1950 Kearney Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.701954,""longitude"":-117.142456},""url"":""https://www.zillow.com/homedetails/1950-Kearney-Ave-San-Diego-CA-92113/17074960_zpid/""}","https://www.zillow.com/homedetails/1950-Kearney-Ave-San-Diego-CA-92113/17074960_zpid/","1950 Kearney Ave, San Diego, CA 92113","$721,000","- Sold","2","bds","1","ba","570","sqft","Sold 03/07/2022","https://www.zillow.com/homedetails/1950-Kearney-Ave-San-Diego-CA-92113/17074960_zpid/","https://photos.zillowstatic.com/fp/1be881718b26456b25390c288492601b-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""991 Sigsbee St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,505""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""991 Sigsbee St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.703068,""longitude"":-117.14797},""url"":""https://www.zillow.com/homedetails/991-Sigsbee-St-San-Diego-CA-92113/95064026_zpid/""}","https://www.zillow.com/homedetails/991-Sigsbee-St-San-Diego-CA-92113/95064026_zpid/","991 Sigsbee St, San Diego, CA 92113","$670,000","- Sold","2","bds","3","ba","1,505","sqft","Sold 04/30/2021","https://www.zillow.com/homedetails/991-Sigsbee-St-San-Diego-CA-92113/95064026_zpid/","https://photos.zillowstatic.com/fp/79db80eeb5bb6b5c5b5cf6ff133e5547-p_e.jpg","Save this home","KELLER WILLIAMS SD METRO"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4268 Ocean View Blvd, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4268 Ocean View Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70091,""longitude"":-117.10276},""url"":""https://www.zillow.com/homedetails/4268-Ocean-View-Blvd-San-Diego-CA-92113/17087654_zpid/""}","https://www.zillow.com/homedetails/4268-Ocean-View-Blvd-San-Diego-CA-92113/17087654_zpid/","4268 Ocean View Blvd, San Diego, CA 92113","$660,000","- Sold","2","bds","1","ba","800","sqft","Sold 09/21/2022","https://www.zillow.com/homedetails/4268-Ocean-View-Blvd-San-Diego-CA-92113/17087654_zpid/","https://photos.zillowstatic.com/fp/438c896850c8a24cfc7a546d741a45dc-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""725 S 30th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""725 S 30th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.698498,""longitude"":-117.129196},""url"":""https://www.zillow.com/homedetails/725-S-30th-St-San-Diego-CA-92113/2080475567_zpid/""}","https://www.zillow.com/homedetails/725-S-30th-St-San-Diego-CA-92113/2080475567_zpid/","725 S 30th St, San Diego, CA 92113","$650,000","- Sold","2","bds","1","ba","--","sqft","Sold 04/13/2020","https://www.zillow.com/homedetails/725-S-30th-St-San-Diego-CA-92113/2080475567_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.6984977722168,-117.12919616699219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=QVXtyt-Mb5WjkXr_iS24oOMOhGY=","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1530-34 S 39th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""784""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1530-34 S 39th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69018,""longitude"":-117.110435},""url"":""https://www.zillow.com/homedetails/1530-34-S-39th-St-San-Diego-CA-92113/295363048_zpid/""}","https://www.zillow.com/homedetails/1530-34-S-39th-St-San-Diego-CA-92113/295363048_zpid/","1530-34 S 39th St, San Diego, CA 92113","$635,000","- Sold","2","bds","2","ba","784","sqft","Sold 08/19/2022","https://www.zillow.com/homedetails/1530-34-S-39th-St-San-Diego-CA-92113/295363048_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.690181732177734,-117.11043548583984&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Vj9tYgyJBLJuPc9CAr1-uYrSKtY=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1229 S 38th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1229 S 38th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.693333,""longitude"":-117.112175},""url"":""https://www.zillow.com/homedetails/1229-S-38th-St-San-Diego-CA-92113/17091890_zpid/""}","https://www.zillow.com/homedetails/1229-S-38th-St-San-Diego-CA-92113/17091890_zpid/","1229 S 38th St, San Diego, CA 92113","$633,000","- Sold","2","bds","1","ba","--","sqft","Sold 07/19/2021","https://www.zillow.com/homedetails/1229-S-38th-St-San-Diego-CA-92113/17091890_zpid/","https://photos.zillowstatic.com/fp/18332e7f3895bbbc9c5fdd92330a1f65-p_e.jpg","Save this home","BIG BLOCK REALTY, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3869 Hemlock St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3869 Hemlock St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.699364,""longitude"":-117.11101},""url"":""https://www.zillow.com/homedetails/3869-Hemlock-St-San-Diego-CA-92113/17086571_zpid/""}","https://www.zillow.com/homedetails/3869-Hemlock-St-San-Diego-CA-92113/17086571_zpid/","3869 Hemlock St, San Diego, CA 92113","$632,000","- Sold","2","bds","1","ba","--","sqft","Sold 04/13/2021","https://www.zillow.com/homedetails/3869-Hemlock-St-San-Diego-CA-92113/17086571_zpid/","https://photos.zillowstatic.com/fp/1be5641734b2d48d094e3229866ed412-p_e.jpg","Save this home","YAVORSKY PROPERTIES OF BONITA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3749 Ocean View Blvd, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""703""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3749 Ocean View Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70099,""longitude"":-117.11355},""url"":""https://www.zillow.com/homedetails/3749-Ocean-View-Blvd-San-Diego-CA-92113/17086264_zpid/""}","https://www.zillow.com/homedetails/3749-Ocean-View-Blvd-San-Diego-CA-92113/17086264_zpid/","3749 Ocean View Blvd, San Diego, CA 92113","$615,000","- Sold","2","bds","1","ba","703","sqft","Sold 05/06/2022","https://www.zillow.com/homedetails/3749-Ocean-View-Blvd-San-Diego-CA-92113/17086264_zpid/","https://photos.zillowstatic.com/fp/1ef1028beef8e5f18ee6727c315cb52c-p_e.jpg","Save this home","CORCORAN GLOBAL LIVING"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3670 National Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3670 National Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.696323,""longitude"":-117.1152},""url"":""https://www.zillow.com/homedetails/3670-National-Ave-San-Diego-CA-92113/17091391_zpid/""}","https://www.zillow.com/homedetails/3670-National-Ave-San-Diego-CA-92113/17091391_zpid/","3670 National Ave, San Diego, CA 92113","$610,000","- Sold","2","bds","1","ba","1,080","sqft","Sold 06/30/2022","https://www.zillow.com/homedetails/3670-National-Ave-San-Diego-CA-92113/17091391_zpid/","https://photos.zillowstatic.com/fp/c3c55668b65c9707074913b03eeec511-p_e.jpg","Save this home","PREMIERE HOMES"
